time,currents servo1,currents servo2
11.67882,650.98,0
11.79078,656.36,0
11.9028,656.36,0
12.03095,656.36,0
12.14262,656.36,0
12.25483,656.36,0
12.38272,656.36,0
12.51067,656.36,0
12.63877,656.36,0
12.75077,656.36,0
12.86268,656.36,0
12.97473,656.36,0
13.10267,656.36,0
13.21474,656.36,0
13.32668,656.36,0
13.43861,656.36,0
13.55067,656.36,0
13.66263,653.67,0
13.77461,653.67,0
13.90271,653.67,0
14.03061,653.67,0
14.15857,653.67,0
14.27055,653.67,0
14.38269,653.67,0
14.49447,653.67,0
14.60656,653.67,0
14.71855,653.67,0
14.83043,653.67,0
14.94244,653.67,0
15.05439,650.98,0
15.18235,650.98,0
15.29431,650.98,0
15.40639,650.98,0
15.53435,650.98,0
15.64653,650.98,0
15.75851,650.98,0
15.87031,650.98,0
15.98233,650.98,0
16.09432,650.98,0
16.22233,650.98,0
16.3505,650.98,0
16.47882,650.98,0
16.59081,650.98,0
16.70281,650.98,0
16.81481,650.98,0
16.92641,648.29,0
17.03838,648.29,0
17.16632,648.29,0
17.2784,648.29,0
17.39045,648.29,0
17.50235,648.29,0
17.6143,648.29,0
17.7265,648.29,0
17.85429,648.29,0
17.9823,648.29,0
18.0943,648.29,0
18.20642,648.29,0
18.31828,648.29,0
18.43038,648.29,0
18.54237,648.29,0
18.67048,648.29,0
18.79843,648.29,0
18.92627,648.29,0
19.05433,648.29,0
19.18235,648.29,0
19.29447,648.29,0
19.4063,645.6,0
19.51838,645.6,0
19.63033,645.6,0
19.74236,645.6,0
19.85407,645.6,0
19.98225,645.6,0
20.11044,645.6,0
20.23818,645.6,0
20.36607,645.6,0
20.49406,645.6,0
20.60636,645.6,0
20.71837,645.6,0
20.8461,645.6,0
20.97403,645.6,0
21.1021,645.6,0
21.21402,645.6,0
21.32611,645.6,0
21.43797,645.6,0
21.54993,645.6,0
21.66208,645.6,0
21.77397,645.6,0
21.90192,645.6,0
22.02997,645.6,0
22.14198,645.6,0
22.2539,645.6,0
22.38196,645.6,0
22.49404,645.6,0
22.60592,645.6,0
22.73389,645.6,0
22.8459,645.6,0
22.95805,645.6,0
23.08583,642.91,0
23.19795,642.91,0
23.47151,642.91,0
23.59807,535.31,0
23.70994,435.78,0
23.82216,344.32,0
23.93404,277.07,0
24.04612,282.45,0
24.17412,309.35,0
24.3019,282.45,0
24.42979,301.28,0
24.54194,314.73,0
24.65392,309.35,0
24.76604,282.45,0
24.87817,314.73,0
25.00593,333.56,0
25.11802,309.35,0
25.22993,277.07,0
25.34201,317.42,0
25.47011,287.83,0
25.58204,317.42,0
25.69399,330.87,0
25.822,263.62,0
25.94995,279.76,0
26.06226,325.49,0
26.17381,306.66,0
26.28584,298.59,0
26.39778,312.04,0
26.50986,298.59,0
26.62175,320.11,0
26.74986,333.56,0
26.87767,303.97,0
27.00595,287.83,0
27.13398,317.42,0
27.24592,320.11,0
27.35789,306.66,0
27.46999,293.21,0
27.58192,285.14,0
27.69382,277.07,0
27.80593,322.8,0
27.91802,306.66,0
28.04588,279.76,0
28.1576,325.49,0
28.28581,295.9,0
28.39767,306.66,0
28.50992,336.25,0
28.62185,293.21,0
28.74982,279.76,0
28.87792,330.87,0
29.00587,314.73,0
29.11777,298.59,0
29.2297,295.9,0
29.34187,287.83,0
29.45369,295.9,0
29.5656,252.86,0
29.67773,174.85,0
29.7898,91.46,0
29.9015,29.59,0
30.01368,0,0
30.12576,-8.07,0
30.2376,-5.38,0
30.34963,-8.07,0
30.46174,-10.76,0
30.57371,-8.07,0
30.68568,-8.07,0
30.79794,-10.76,0
30.90977,-8.07,0
31.03745,-8.07,0
31.16564,-13.45,0
31.2937,-10.76,0
31.40571,-10.76,0
31.51748,-10.76,0
31.62962,-8.07,0
31.74161,-13.45,0
31.85361,-10.76,0
31.98161,-10.76,0
32.1096,-10.76,0
32.23756,-13.45,0
32.36555,-13.45,0
32.47742,-10.76,0
32.58944,-13.45,0
32.70157,-13.45,0
32.81356,-10.76,0
32.92553,-16.14,0
33.03753,-13.45,0
33.14938,-13.45,0
33.26143,-13.45,0
33.37355,-13.45,0
33.50153,-13.45,0
33.62957,-13.45,0
33.7575,-16.14,0
33.88552,-16.14,0
33.99745,-18.83,0
34.10951,-16.14,0
34.22166,-13.45,0
34.3337,-16.14,0
34.44524,-13.45,0
34.55732,-16.14,0
34.68544,-18.83,0
34.81339,-13.45,0
34.94141,-16.14,0
35.06939,-18.83,0
35.19742,-18.83,0
