time,currents servo1,currents servo2
11.71105,664.43,0
11.83896,672.5,0
11.96662,672.5,0
12.09553,672.5,0
12.22278,672.5,0
12.33482,672.5,0
12.44675,672.5,0
12.55885,672.5,0
12.67059,672.5,0
12.78257,672.5,0
12.89469,672.5,0
13.00643,672.5,0
13.13451,672.5,0
13.26268,672.5,0
13.39074,672.5,0
13.51852,672.5,0
13.64661,672.5,0
13.75863,672.5,0
13.87044,672.5,0
13.98276,669.81,0
14.09447,669.81,0
14.20658,669.81,0
14.31876,669.81,0
14.43055,669.81,0
14.54251,669.81,0
14.65448,669.81,0
14.76641,669.81,0
14.87847,669.81,0
15.00657,669.81,0
15.13472,669.81,0
15.26254,669.81,0
15.39058,669.81,0
15.50241,669.81,0
15.6145,669.81,0
15.7265,669.81,0
15.83855,669.81,0
15.9505,669.81,0
16.07833,669.81,0
16.20648,669.81,0
16.33447,669.81,0
16.44642,669.81,0
16.57445,669.81,0
16.68647,669.81,0
16.79843,667.12,0
16.91041,667.12,0
17.02243,667.12,0
17.13438,667.12,0
17.24621,667.12,0
17.37445,667.12,0
17.5022,667.12,0
17.61447,667.12,0
17.72653,667.12,0
17.83837,667.12,0
17.95054,667.12,0
18.06251,667.12,0
18.19056,667.12,0
18.31815,667.12,0
18.44595,667.12,0
18.57418,667.12,0
18.68609,667.12,0
18.79816,667.12,0
18.91027,667.12,0
19.03842,667.12,0
19.15033,667.12,0
19.26227,667.12,0
19.37419,667.12,0
19.48606,667.12,0
19.59815,667.12,0
19.72631,664.43,0
19.85425,664.43,0
19.98245,664.43,0
20.11028,664.43,0
20.22221,664.43,0
20.33423,664.43,0
20.44619,664.43,0
20.55809,664.43,0
20.67009,664.43,0
20.78207,664.43,0
20.89405,664.43,0
21.02211,664.43,0
21.15005,664.43,0
21.27815,664.43,0
21.40602,664.43,0
21.53409,664.43,0
21.64604,664.43,0
21.75807,664.43,0
21.87005,664.43,0
21.98196,661.74,0
22.09404,661.74,0
22.22202,661.74,0
22.33406,661.74,0
22.44601,661.74,0
22.55798,661.74,0
22.66995,661.74,0
22.7821,661.74,0
22.90993,661.74,0
23.03793,661.74,0
23.16586,661.74,0
23.29371,661.74,0
23.56618,661.74,0
23.678,519.17,0
23.80613,376.6,0
23.93417,269,0
24.04665,312.04,0
24.15772,298.59,0
24.2699,306.66,0
24.38177,328.18,0
24.50997,317.42,0
24.62184,290.52,0
24.7341,317.42,0
24.84585,322.8,0
24.95789,285.14,0
25.06981,298.59,0
25.1818,317.42,0
25.30982,309.35,0
25.43778,303.97,0
25.54973,328.18,0
25.66185,328.18,0
25.77379,320.11,0
25.88572,306.66,0
25.9979,328.18,0
26.1257,314.73,0
26.25373,298.59,0
26.38173,312.04,0
26.52572,320.11,0
26.65383,312.04,0
26.78174,330.87,0
26.90957,312.04,0
27.03774,314.73,0
27.14968,328.18,0
27.2616,330.87,0
27.37374,306.66,0
27.48558,301.28,0
27.59773,306.66,0
27.72555,317.42,0
27.85369,282.45,0
27.98175,309.35,0
28.09354,322.8,0
28.22175,285.14,0
28.33364,298.59,0
28.44559,312.04,0
28.55765,312.04,0
28.66954,301.28,0
28.78158,328.18,0
28.89355,330.87,0
29.02162,295.9,0
29.1497,309.35,0
29.26149,336.25,0
29.38941,309.35,0
29.50136,317.42,0
29.61369,322.8,0
29.72556,330.87,0
29.83769,282.45,0
29.96559,309.35,0
30.09349,314.73,0
30.22155,290.52,0
30.33347,293.21,0
30.44553,322.8,0
30.55747,320.11,0
30.6695,309.35,0
30.78143,317.42,0
30.89342,328.18,0
31.00551,317.42,0
31.11743,306.66,0
31.2293,320.11,0
31.34143,328.18,0
31.4693,279.76,0
31.5975,301.28,0
31.72526,328.18,0
31.85331,295.9,0
31.9653,309.35,0
32.07732,325.49,0
32.1893,309.35,0
32.30123,303.97,0
32.41322,322.8,0
32.52541,322.8,0
32.65339,298.59,0
32.78138,322.8,0
32.90928,223.27,0
33.03735,83.39,0
33.16553,8.07,0
33.27717,-10.76,0
33.38939,-8.07,0
33.50123,-8.07,0
33.61321,-10.76,0
33.72515,-10.76,0
33.85319,-10.76,0
33.96515,-10.76,0
34.07716,-13.45,0
34.18919,-13.45,0
34.30114,-10.76,0
34.41311,-10.76,0
34.54114,-10.76,0
34.66911,-10.76,0
34.79709,-13.45,0
34.925,-13.45,0
35.05313,-10.76,0
35.16502,-10.76,0
35.27708,-13.45,0
35.38907,-13.45,0
